place_id,date_published,comment,checkin_rating,accuracy_rating,value_rating,communication_rating,cleanliness_rating,location_rating,place_id
4,Tue May 12 2020 16:55:10 GMT-0700 (Pacific Daylight Time),Consequatur minus eius inventore provident aut sit ut. Eius voluptate omnis officiis esse quidem.,2.1,2.2,2.3,2.5,2.7,2.8,4
4,Thu May 21 2020 08:48:12 GMT-0700 (Pacific Daylight Time),Maxime numquam unde voluptas nisi tempore sapiente sint. Inventore tempora animi.,3.1,3.3,3.4,3.5,3.7,3.9,4
4,Tue Feb 18 2020 02:35:02 GMT-0800 (Pacific Standard Time),Dolorem atque nemo eum qui quasi repudiandae. Iusto cum aut adipisci nobis asperiores rerum enim temporibus consequatur. Id aut a cupiditate illum blanditiis enim. Aliquid ut numquam iste.,1.2,1.4,1.6,1.7,1.8,1.9,4
4,Sat Mar 28 2020 15:42:08 GMT-0700 (Pacific Daylight Time),Dolorum sit tenetur quibusdam similique odit ut. Et corrupti ad odio beatae velit laudantium. Harum praesentium adipisci velit eum.,2.1,2.2,2.3,2.5,2.7,2.8,4
5,Sun Jan 19 2020 03:52:45 GMT-0800 (Pacific Standard Time),Et pariatur est dolores qui vel consequatur reiciendis et. Voluptas laudantium corrupti quod sunt. Vero ex vel enim nemo.,3.1,3.3,3.4,3.5,3.7,3.9,5
5,Wed May 06 2020 13:12:13 GMT-0700 (Pacific Daylight Time),Quia aut amet suscipit aspernatur eum saepe aliquam ipsa. Aliquam et a possimus consequuntur at ut consequatur aliquam. Numquam animi ex voluptatem.,1.2,1.4,1.6,1.7,1.8,1.9,5
5,Sun Apr 19 2020 08:20:28 GMT-0700 (Pacific Daylight Time),Itaque sequi rerum aliquam provident unde. Eos rerum iusto placeat nemo qui incidunt. Quia non dolorem dicta odit architecto aliquam.,2.1,2.2,2.3,2.5,2.7,2.8,5
5,Sat May 23 2020 05:56:49 GMT-0700 (Pacific Daylight Time),Recusandae omnis totam voluptatem expedita alias. Voluptates omnis magnam aspernatur ullam. Et eos tempora et doloremque occaecati. Aliquam reiciendis perferendis labore repellendus non nihil. Et delectus ut aut laboriosam sed repellat. Ut sint maiores nam odio adipisci id.,3.1,3.3,3.4,3.5,3.7,3.9,5
5,Wed Apr 01 2020 21:08:40 GMT-0700 (Pacific Daylight Time),Aut possimus consequatur adipisci eius accusamus est possimus. Nam tempore reiciendis minus temporibus cumque similique voluptate quisquam accusantium. Ab veniam nostrum est commodi accusamus veritatis qui et.,1.2,1.4,1.6,1.7,1.8,1.9,5
5,Mon Mar 30 2020 20:20:53 GMT-0700 (Pacific Daylight Time),Voluptatem voluptatem fugiat non est. Enim non quia odio qui voluptate.,2.1,2.2,2.3,2.5,2.7,2.8,5
6,Tue Apr 28 2020 15:37:16 GMT-0700 (Pacific Daylight Time),Repudiandae id possimus nobis fugit optio explicabo. Molestias voluptas fugiat voluptates iusto necessitatibus inventore ducimus maxime.,3.1,3.3,3.4,3.5,3.7,3.9,6
6,Mon Jan 20 2020 07:22:12 GMT-0800 (Pacific Standard Time),Quaerat nesciunt asperiores qui laboriosam voluptatem sunt voluptatem veniam quam. Expedita inventore vitae fugit deserunt iusto soluta enim.,1.2,1.4,1.6,1.7,1.8,1.9,6
6,Fri May 22 2020 12:33:08 GMT-0700 (Pacific Daylight Time),Eos quia et rem aut non labore asperiores ea eius. Temporibus et aut aut. Aut aliquid incidunt tempore animi accusantium. Quia est quis. Explicabo aliquam consequatur reprehenderit consequuntur non ducimus laudantium.,2.1,2.2,2.3,2.5,2.7,2.8,6
6,Sun Jan 19 2020 00:27:24 GMT-0800 (Pacific Standard Time),In fugit enim cumque consectetur molestias sunt et eos culpa. Nostrum velit consequatur ipsam vel. Officia dolores dolorem velit. Est pariatur ad minima aut harum. Odit cum sint nisi accusantium excepturi officiis. Voluptatum placeat non placeat totam nulla sint nihil.,3.1,3.3,3.4,3.5,3.7,3.9,6
6,Wed Jan 08 2020 03:07:09 GMT-0800 (Pacific Standard Time),Deserunt et quia velit. Culpa similique labore aliquid est suscipit.,1.2,1.4,1.6,1.7,1.8,1.9,6
6,Sat Feb 15 2020 04:55:32 GMT-0800 (Pacific Standard Time),Sed non eaque distinctio voluptate quaerat quis. Eius vel fuga non autem id nulla ab. Veniam in corrupti aut vel ex nemo consequatur similique. Dicta cupiditate perspiciatis repellendus doloremque consequatur. Modi id magnam vero eos corporis exercitationem.,2.1,2.2,2.3,2.5,2.7,2.8,6
6,Thu Apr 23 2020 18:41:11 GMT-0700 (Pacific Daylight Time),Neque esse eligendi autem a. Repellat harum corporis optio. Totam veniam saepe. Cumque nobis et. Amet suscipit quas dolorum sint recusandae explicabo.,3.1,3.3,3.4,3.5,3.7,3.9,6
7,Tue Jan 28 2020 17:26:53 GMT-0800 (Pacific Standard Time),Earum consequatur veniam voluptatibus laboriosam. Dolorem velit in pariatur dolor ut. Debitis officia id maiores repellat nemo aliquid. Consectetur dignissimos a dolores. Aut hic repellendus voluptate.,1.2,1.4,1.6,1.7,1.8,1.9,7
7,Sun May 24 2020 04:31:05 GMT-0700 (Pacific Daylight Time),Veritatis molestias occaecati similique sed est. Est quia voluptatem fugit aut expedita.,2.1,2.2,2.3,2.5,2.7,2.8,7
7,Fri Apr 03 2020 13:01:21 GMT-0700 (Pacific Daylight Time),Eveniet nihil explicabo rem velit ullam aut. Aut et autem voluptatem id. In modi repudiandae aperiam aut quo atque alias. Distinctio quae sunt ipsum rerum labore. Magnam ut atque molestiae officia facilis autem sed.,3.1,3.3,3.4,3.5,3.7,3.9,7
7,Mon May 04 2020 08:58:07 GMT-0700 (Pacific Daylight Time),Rerum reprehenderit eveniet. Repudiandae eligendi culpa ut mollitia error cumque quasi aut corrupti. Eaque repudiandae aut quaerat aliquam vel tempore ducimus. Aut id a voluptatem. Ut perferendis nihil sed quia nobis.,1.2,1.4,1.6,1.7,1.8,1.9,7
7,Sun Feb 23 2020 07:22:13 GMT-0800 (Pacific Standard Time),Eum molestiae et. Fugit consequatur autem nihil assumenda. Vero omnis harum aliquam sapiente ut. Labore enim nobis sit. Velit nulla iusto consequuntur.,2.1,2.2,2.3,2.5,2.7,2.8,7
7,Tue Apr 28 2020 09:27:22 GMT-0700 (Pacific Daylight Time),Quo adipisci voluptas modi commodi deleniti eum nulla est. Numquam qui ut ut ut ad eum. Odio vitae reprehenderit sapiente sunt distinctio. Aut voluptatem sed et.,3.1,3.3,3.4,3.5,3.7,3.9,7
7,Fri Jan 24 2020 14:24:44 GMT-0800 (Pacific Standard Time),Voluptate inventore saepe sint quo. Adipisci voluptatem illum ut harum et quaerat et.,1.2,1.4,1.6,1.7,1.8,1.9,7
7,Tue Apr 14 2020 14:56:08 GMT-0700 (Pacific Daylight Time),Quo dolorum occaecati. Quia ea vel. Odio aut est iste rem. Eius numquam qui dolor mollitia enim quae aliquid sed repellendus. Error inventore vel voluptatibus dolore illum. Eos fugiat enim minima doloribus qui architecto nobis illo.,2.1,2.2,2.3,2.5,2.7,2.8,7
8,Fri Apr 10 2020 10:46:38 GMT-0700 (Pacific Daylight Time),Ipsa soluta et accusantium minus qui quisquam vel iure assumenda. Odio vitae quia sint aut non vitae sit ut sed. Et dicta ab quia eum et beatae corporis. Dolor quae neque atque fugit deserunt. Molestiae quia ut sit asperiores id sunt. Distinctio vel cum aliquam non sed vel.,3.1,3.3,3.4,3.5,3.7,3.9,8
8,Sun Apr 05 2020 10:23:45 GMT-0700 (Pacific Daylight Time),Nesciunt alias dolor modi odio similique atque magni dicta. Est id voluptatem quos ratione. Fugiat qui repudiandae molestias quam dolorum laborum aut voluptates nisi. Cumque placeat vel. Odio dolores et accusantium. Consequatur non iure quia veritatis sequi quia harum perspiciatis ea.,1.2,1.4,1.6,1.7,1.8,1.9,8
8,Sat May 09 2020 22:46:04 GMT-0700 (Pacific Daylight Time),Sunt consequatur similique modi ea itaque placeat voluptatibus. Animi impedit qui ducimus enim voluptatem dolor aperiam quia beatae. Atque et quos maiores tempore id voluptas natus commodi.,2.1,2.2,2.3,2.5,2.7,2.8,8
8,Wed Feb 19 2020 00:56:29 GMT-0800 (Pacific Standard Time),Quidem ut ipsam. Et asperiores cum id aperiam voluptatum. Aut velit velit reiciendis ea alias omnis. Ut nihil est aut. Quia assumenda modi sed sint corrupti accusantium nulla praesentium.,3.1,3.3,3.4,3.5,3.7,3.9,8
8,Fri Jan 10 2020 11:33:22 GMT-0800 (Pacific Standard Time),Et accusantium repudiandae iste dolor exercitationem occaecati. Nemo enim aut deserunt.,1.2,1.4,1.6,1.7,1.8,1.9,8
8,Wed Jan 08 2020 02:55:07 GMT-0800 (Pacific Standard Time),Velit qui sint ut voluptatibus. Inventore cumque tenetur molestiae magnam sint aut facere sunt. Esse ab sint mollitia. Ipsa et et dolores sunt. Voluptatibus nostrum consequuntur consequuntur.,2.1,2.2,2.3,2.5,2.7,2.8,8
8,Sun Feb 09 2020 11:34:14 GMT-0800 (Pacific Standard Time),Voluptate autem sint sunt aut nobis officiis velit est quasi. Quis harum et perferendis. Placeat quia ipsam molestias fugit. Et autem vel omnis eaque. Cumque omnis quia molestiae sit.,3.1,3.3,3.4,3.5,3.7,3.9,8
8,Tue Jan 21 2020 12:01:08 GMT-0800 (Pacific Standard Time),Mollitia et praesentium voluptatum. Harum vel atque odit inventore et itaque est. Vitae accusamus quasi modi enim illo. Inventore quibusdam suscipit quo temporibus eos maiores facere aut asperiores.,1.2,1.4,1.6,1.7,1.8,1.9,8
8,Wed May 27 2020 18:54:44 GMT-0700 (Pacific Daylight Time),Nisi perferendis ipsum sed rerum animi ipsa. Aperiam culpa a magnam. Suscipit quaerat adipisci illum autem omnis dicta est eaque vel.,2.1,2.2,2.3,2.5,2.7,2.8,8
9,Wed May 27 2020 08:57:50 GMT-0700 (Pacific Daylight Time),Hic aut necessitatibus dignissimos. Et nostrum dolore dicta et. Totam aut rem sed reprehenderit voluptatem repellat non. Architecto illo ullam. Et explicabo sit laudantium quibusdam explicabo optio iusto. Aperiam voluptatem tenetur quo et numquam.,3.1,3.3,3.4,3.5,3.7,3.9,9
9,Tue Apr 14 2020 04:06:19 GMT-0700 (Pacific Daylight Time),Commodi sit veritatis corporis totam non. Quis odit omnis ex. Ut excepturi et autem in ab voluptatibus corrupti illum ea.,1.2,1.4,1.6,1.7,1.8,1.9,9
9,Tue Jan 14 2020 05:27:49 GMT-0800 (Pacific Standard Time),Asperiores qui est. Officiis sunt ut praesentium quod est necessitatibus mollitia. Facere ut nam enim ullam debitis sint. Sed reiciendis pariatur rem veritatis unde laboriosam saepe rerum. Omnis hic soluta voluptates inventore dignissimos minima.,2.1,2.2,2.3,2.5,2.7,2.8,9
9,Wed Mar 11 2020 17:09:23 GMT-0700 (Pacific Daylight Time),Ratione molestiae eos dolor architecto voluptatem a sunt magnam. Cumque quas accusamus architecto minima minima non libero distinctio. Ratione est dolore fugiat qui voluptatem iusto. Minima quidem odit odio qui neque sed in veniam soluta. Possimus debitis placeat fugiat quas nam quod sit iste.,3.1,3.3,3.4,3.5,3.7,3.9,9
9,Sat Feb 08 2020 09:29:22 GMT-0800 (Pacific Standard Time),Quia quia sed autem beatae ut ut nulla rerum sint. Delectus earum earum vitae similique possimus esse nihil exercitationem quam.,1.2,1.4,1.6,1.7,1.8,1.9,9
9,Sun Mar 29 2020 22:13:03 GMT-0700 (Pacific Daylight Time),Quibusdam odio quasi sapiente voluptatem et ex. Quos repellat in voluptatem. Quos nemo qui ipsum qui quibusdam aliquam ut voluptas voluptatibus.,2.1,2.2,2.3,2.5,2.7,2.8,9
9,Tue Mar 24 2020 20:51:20 GMT-0700 (Pacific Daylight Time),Et in ipsa molestiae. Quidem expedita libero architecto consequuntur. Recusandae perferendis non voluptatem quaerat rerum ipsam. Quisquam velit vitae repudiandae numquam. Odit rerum earum animi alias sit aut.,3.1,3.3,3.4,3.5,3.7,3.9,9
9,Tue Feb 11 2020 17:15:00 GMT-0800 (Pacific Standard Time),Facilis vitae aut consequatur et repellat voluptate. Quaerat doloribus error ut.,1.2,1.4,1.6,1.7,1.8,1.9,9
9,Mon Mar 09 2020 21:24:15 GMT-0700 (Pacific Daylight Time),Explicabo molestias veritatis quia. Dolorum beatae itaque unde quisquam facilis voluptate nisi in pariatur. Dolor et tempora eum ullam non quidem qui. Unde id et nam veniam.,2.1,2.2,2.3,2.5,2.7,2.8,9
9,Mon May 25 2020 21:57:25 GMT-0700 (Pacific Daylight Time),Ut odit doloribus ratione est cumque et necessitatibus laudantium error. Quia illum enim inventore eos repellat. Doloribus est sint corporis ut sed sit vel saepe.,3.1,3.3,3.4,3.5,3.7,3.9,9
10,Tue Mar 17 2020 17:06:18 GMT-0700 (Pacific Daylight Time),Voluptatem sed culpa dolor consequatur. Odit aliquam enim ratione incidunt hic nostrum qui quo qui. Omnis nesciunt eos fugiat consequuntur at occaecati vero vero.,1.2,1.4,1.6,1.7,1.8,1.9,10
10,Mon Mar 30 2020 06:44:23 GMT-0700 (Pacific Daylight Time),Quae nihil odio sed sapiente est dolor fugiat quo. Repellendus est voluptatum non laborum enim sed ab.,2.1,2.2,2.3,2.5,2.7,2.8,10
10,Wed Mar 11 2020 18:00:38 GMT-0700 (Pacific Daylight Time),Perspiciatis mollitia harum nam labore alias. Dignissimos sequi quo impedit. Neque fuga illo qui qui quidem natus veritatis qui. Qui quis est. Et impedit quas molestiae quo rerum ut quia vel dolor.,3.1,3.3,3.4,3.5,3.7,3.9,10
10,Sat May 09 2020 08:31:49 GMT-0700 (Pacific Daylight Time),Ipsam dolor est deserunt. Ratione voluptas fugit est hic autem.,1.2,1.4,1.6,1.7,1.8,1.9,10
10,Tue Jan 21 2020 10:06:20 GMT-0800 (Pacific Standard Time),Aut ipsam facere quo. Iure quaerat et id. Facere iste illo voluptatibus harum. Accusantium praesentium sed voluptatem fugiat veritatis enim qui ut.,2.1,2.2,2.3,2.5,2.7,2.8,10
10,Wed Mar 11 2020 07:50:12 GMT-0700 (Pacific Daylight Time),Numquam doloremque et eum omnis. Mollitia nostrum pariatur.,3.1,3.3,3.4,3.5,3.7,3.9,10
10,Wed Jan 29 2020 02:23:28 GMT-0800 (Pacific Standard Time),A illum id eos. Eos corporis voluptas quas reprehenderit assumenda quasi consectetur nam et. Ratione voluptatibus sunt facilis. Veniam repudiandae voluptas quia autem ut eos. Iure nesciunt harum ut deserunt. Voluptatem quo sapiente omnis cupiditate adipisci voluptas ipsa.,1.2,1.4,1.6,1.7,1.8,1.9,10
10,Thu Feb 06 2020 20:47:35 GMT-0800 (Pacific Standard Time),Tempore eius eaque. Molestiae quis nesciunt.,2.1,2.2,2.3,2.5,2.7,2.8,10
10,Mon Mar 09 2020 14:39:56 GMT-0700 (Pacific Daylight Time),Voluptas qui velit corrupti quia nemo dolor in quia reprehenderit. Quas rerum neque et omnis. Saepe aut sed animi quod laudantium qui odit adipisci aut.,3.1,3.3,3.4,3.5,3.7,3.9,10
10,Thu Apr 02 2020 16:48:57 GMT-0700 (Pacific Daylight Time),Explicabo vero ex voluptatum nihil quia provident odio asperiores. Error non sint dolor cum et. Alias esse aspernatur reprehenderit saepe amet consequuntur. Sunt perspiciatis consequatur voluptatum ea accusamus autem rem est.,1.2,1.4,1.6,1.7,1.8,1.9,10
10,Sat Feb 15 2020 20:30:45 GMT-0800 (Pacific Standard Time),Nostrum fugit id autem vel eligendi harum iusto ut ab. Et quia enim quia debitis. Consequatur delectus et molestiae debitis mollitia et voluptas commodi ratione. Est qui et et enim aut ab amet sapiente quisquam.,2.1,2.2,2.3,2.5,2.7,2.8,10
11,Thu Apr 02 2020 18:50:53 GMT-0700 (Pacific Daylight Time),Atque facilis aut maiores dolorem iure sed ut. Quis est aperiam quis molestiae. Adipisci voluptas reiciendis. Explicabo incidunt sit officia at ea deserunt. Tempore itaque sed est saepe possimus cupiditate.,3.1,3.3,3.4,3.5,3.7,3.9,11
11,Sun Feb 16 2020 11:43:50 GMT-0800 (Pacific Standard Time),Et quis aut occaecati dolorem aliquid doloribus. Quam est harum. Et et id qui. Debitis magnam quo a et. Sed et maxime.,1.2,1.4,1.6,1.7,1.8,1.9,11
11,Mon Mar 23 2020 15:44:57 GMT-0700 (Pacific Daylight Time),Quos adipisci error nostrum. At est quia sunt reprehenderit qui. Totam praesentium esse id velit optio commodi.,2.1,2.2,2.3,2.5,2.7,2.8,11
11,Wed May 13 2020 23:36:13 GMT-0700 (Pacific Daylight Time),Quam sapiente nam sit laudantium modi omnis nihil est. Et id eum. Assumenda sunt quo vel et a doloribus rem.,3.1,3.3,3.4,3.5,3.7,3.9,11
11,Tue Mar 24 2020 18:43:06 GMT-0700 (Pacific Daylight Time),Laborum quis sit quia corrupti odio voluptas ipsa amet at. Aut rerum ex aspernatur necessitatibus voluptas. Nesciunt sit rerum odit ut sit cupiditate animi.,1.2,1.4,1.6,1.7,1.8,1.9,11
11,Sun Jan 26 2020 07:39:47 GMT-0800 (Pacific Standard Time),Rerum velit ratione. Quo autem delectus et numquam. Sit dicta aut inventore hic excepturi odio cumque amet quaerat.,2.1,2.2,2.3,2.5,2.7,2.8,11
11,Sat May 16 2020 01:11:50 GMT-0700 (Pacific Daylight Time),Sed odio voluptate ab quia porro nobis nam autem qui. Fugiat ut temporibus velit voluptate ratione asperiores eligendi. Porro sit quibusdam error voluptatum. Laudantium aut temporibus ex quos optio necessitatibus enim officia vero. Quod aut consequatur porro enim dicta unde provident.,3.1,3.3,3.4,3.5,3.7,3.9,11
11,Thu Mar 12 2020 08:47:14 GMT-0700 (Pacific Daylight Time),Ullam assumenda aut aliquid. Quis quas accusamus placeat. Neque minima sed mollitia expedita autem perspiciatis dolorum delectus. Accusamus ut qui ex et quod qui ut. Quasi voluptas reiciendis quisquam ipsa aliquid sed explicabo. Culpa aut rerum suscipit omnis.,1.2,1.4,1.6,1.7,1.8,1.9,11
11,Sat Jan 18 2020 02:12:27 GMT-0800 (Pacific Standard Time),Ex sunt error eum. Non enim deleniti unde provident sit minima. A vero aliquid soluta. Architecto voluptatum similique ut.,2.1,2.2,2.3,2.5,2.7,2.8,11
11,Tue Mar 31 2020 22:31:51 GMT-0700 (Pacific Daylight Time),Aut quaerat aut. Ipsum rerum magnam dolor. Est dolor maxime totam dolores amet. Qui et odit quidem nemo. Qui consequatur debitis sed.,3.1,3.3,3.4,3.5,3.7,3.9,11
11,Fri Mar 27 2020 12:07:36 GMT-0700 (Pacific Daylight Time),Nihil vero fuga vel nesciunt voluptates nihil et. Quo omnis velit ducimus sequi laborum adipisci eligendi. Nobis enim magnam omnis enim. Deserunt et nesciunt cum in et odit. Minus ut vero qui aut ipsam voluptate. Iusto nemo dolore fugit quam eum.,1.2,1.4,1.6,1.7,1.8,1.9,11
11,Sat Jan 18 2020 16:34:08 GMT-0800 (Pacific Standard Time),Aut natus quo consequuntur dicta. Illum magni sed optio ut quam alias consequatur officia ex. Ea magnam in ut vel est nihil doloribus perferendis eos. Laborum quas fugiat at et perspiciatis voluptas omnis error esse. Et minima quia nostrum voluptas. Corporis cumque voluptatibus libero maiores ut est modi incidunt.,2.1,2.2,2.3,2.5,2.7,2.8,11
12,Mon Apr 20 2020 06:20:48 GMT-0700 (Pacific Daylight Time),Omnis ut aperiam temporibus repellendus non. Odio reiciendis quo harum laudantium iste ad quasi quas. Voluptatum autem aut est. Aliquam quo perferendis nostrum fugit. Quia necessitatibus alias accusantium.,3.1,3.3,3.4,3.5,3.7,3.9,12
12,Sun May 17 2020 17:49:37 GMT-0700 (Pacific Daylight Time),Rerum fuga provident asperiores autem. Accusamus iure fugit provident. Ullam nobis libero hic sunt dolorem. Qui vel asperiores quasi.,1.2,1.4,1.6,1.7,1.8,1.9,12
12,Mon Apr 06 2020 04:05:42 GMT-0700 (Pacific Daylight Time),Odit et aut commodi consequatur beatae est aperiam dolores. Sit consectetur nulla et similique. Dolorum natus est praesentium sunt velit est laborum nam voluptate. Nihil consectetur ullam est corrupti in est inventore est.,2.1,2.2,2.3,2.5,2.7,2.8,12
12,Mon Feb 10 2020 22:42:37 GMT-0800 (Pacific Standard Time),Nobis velit consectetur eaque vitae reiciendis consequuntur harum repellat. Atque provident hic qui dolorem dolorum voluptatem reiciendis quibusdam.,3.1,3.3,3.4,3.5,3.7,3.9,12
12,Tue Mar 10 2020 13:02:13 GMT-0700 (Pacific Daylight Time),Autem est reprehenderit amet est eius error excepturi. Ullam aut atque et quia dicta.,1.2,1.4,1.6,1.7,1.8,1.9,12
12,Sun Feb 02 2020 15:26:54 GMT-0800 (Pacific Standard Time),Natus dolorum repellendus quia id molestias labore corporis adipisci. Sint et rerum. Debitis deleniti voluptatem esse ea rerum et consequatur et. Optio minima quia accusamus iusto.,2.1,2.2,2.3,2.5,2.7,2.8,12
12,Fri Mar 20 2020 01:27:57 GMT-0700 (Pacific Daylight Time),Perspiciatis tempora velit hic mollitia non non debitis. In sapiente tenetur corrupti voluptatem voluptate eos occaecati beatae. Dolorem illo aliquam vel soluta quo blanditiis. Fugit perspiciatis id similique et. Illo distinctio velit enim.,3.1,3.3,3.4,3.5,3.7,3.9,12
12,Thu Apr 16 2020 10:30:18 GMT-0700 (Pacific Daylight Time),Voluptas sunt harum architecto quia quisquam perspiciatis itaque. Nesciunt et laudantium fugiat ullam sunt minus quia. Ut consectetur voluptatem iste est. Eos in et quia dolores animi exercitationem neque. Odio qui quo optio quibusdam tempore. Velit ex ex voluptate.,1.2,1.4,1.6,1.7,1.8,1.9,12
12,Fri Mar 13 2020 01:08:07 GMT-0700 (Pacific Daylight Time),Voluptas ut quia provident magni. Velit voluptatem molestiae non. Perferendis sunt cum eligendi non neque sed reiciendis aut dolores. Rerum et perferendis. Quia excepturi occaecati temporibus quo dolore explicabo minus. Non autem quibusdam.,2.1,2.2,2.3,2.5,2.7,2.8,12
12,Tue Feb 18 2020 18:45:29 GMT-0800 (Pacific Standard Time),Nesciunt et earum accusantium deleniti culpa quidem magni quas et. Sed excepturi sunt voluptas omnis id dolores ducimus esse. Dolorum commodi quia aut in est fugiat.,3.1,3.3,3.4,3.5,3.7,3.9,12
12,Mon Mar 30 2020 03:11:24 GMT-0700 (Pacific Daylight Time),Magni voluptatem voluptas. Perferendis voluptatem placeat voluptatibus voluptatem. Ullam commodi modi exercitationem tenetur nemo cupiditate sint libero libero. Nihil earum fugit distinctio distinctio nobis consequatur et possimus. Provident modi et reiciendis vel architecto magni ipsam. Vero sunt voluptatibus excepturi et.,1.2,1.4,1.6,1.7,1.8,1.9,12
12,Tue May 12 2020 16:24:26 GMT-0700 (Pacific Daylight Time),Enim quia est molestias repudiandae sit corporis. Facilis modi deserunt nulla occaecati labore rem sed. Et qui quidem ratione odit facere. Iure id eveniet ea illum. Impedit ducimus eveniet voluptatem.,2.1,2.2,2.3,2.5,2.7,2.8,12
12,Thu Apr 02 2020 00:27:03 GMT-0700 (Pacific Daylight Time),Dolores maiores autem in. In suscipit iure vero suscipit possimus. Rerum consequuntur quas sint incidunt voluptas reiciendis et temporibus ut.,3.1,3.3,3.4,3.5,3.7,3.9,12
13,Wed Jan 01 2020 01:34:29 GMT-0800 (Pacific Standard Time),Unde voluptatem quis autem incidunt non. Cum fuga aspernatur adipisci. Voluptatem et modi consectetur perferendis repudiandae tempore ex aperiam.,1.2,1.4,1.6,1.7,1.8,1.9,13
13,Wed Jan 29 2020 15:01:13 GMT-0800 (Pacific Standard Time),Repellendus perspiciatis illo eum consequatur. Sunt ut aut sint illum ut officia porro quis quaerat.,2.1,2.2,2.3,2.5,2.7,2.8,13
13,Mon May 18 2020 05:16:08 GMT-0700 (Pacific Daylight Time),Assumenda qui ipsa tempora ducimus nemo culpa voluptatibus ullam consequatur. Accusantium provident omnis qui temporibus perferendis. Rerum quo qui veritatis. Id eos illo atque qui doloribus fugiat possimus voluptas dolores. Non quia repudiandae tempore sequi aspernatur iste et numquam quaerat. Dolore earum maiores ut eaque libero saepe fugiat et quas.,3.1,3.3,3.4,3.5,3.7,3.9,13
13,Fri Jan 03 2020 17:20:44 GMT-0800 (Pacific Standard Time),Debitis et unde ad asperiores et. Qui necessitatibus aut accusamus tenetur eum ducimus deleniti et sint. Minus veritatis et. Non pariatur autem quod aut possimus tempore.,1.2,1.4,1.6,1.7,1.8,1.9,13
13,Wed Feb 26 2020 00:06:08 GMT-0800 (Pacific Standard Time),Non quis aliquam eum quis odit. Est excepturi dolorem quod ducimus eum nesciunt blanditiis. Suscipit et odit enim quia quis ipsum est iure id. Quia voluptatem nobis qui.,2.1,2.2,2.3,2.5,2.7,2.8,13
